date,titleSlug,questionFrontendId,title,difficulty
2022-05-25,russian-doll-envelopes,354,Russian Doll Envelopes,Hard
2022-05-26,number-of-1-bits,191,Number of 1 Bits,Easy
2022-05-27,number-of-steps-to-reduce-a-number-to-zero,1342,Number of Steps to Reduce a Number to Zero,Easy
2022-05-28,missing-number,268,Missing Number,Easy
2022-05-29,maximum-product-of-word-lengths,318,Maximum Product of Word Lengths,Medium
2022-05-30,divide-two-integers,29,Divide Two Integers,Medium
2022-05-31,check-if-a-string-contains-all-binary-codes-of-size-k,1461,Check If a String Contains All Binary Codes of Size K,Medium
2022-06-01,running-sum-of-1d-array,1480,Running Sum of 1d Array,Easy
2022-06-02,transpose-matrix,867,Transpose Matrix,Easy
2022-06-03,range-sum-query-2d-immutable,304,Range Sum Query 2D - Immutable,Medium
2022-06-04,n-queens,51,N-Queens,Hard
2022-06-05,n-queens-ii,52,N-Queens II,Hard
2022-06-06,intersection-of-two-linked-lists,160,Intersection of Two Linked Lists,Easy
2022-06-07,merge-sorted-array,88,Merge Sorted Array,Easy
2022-06-08,remove-palindromic-subsequences,1332,Remove Palindromic Subsequences,Easy
2022-06-09,two-sum-ii-input-array-is-sorted,167,Two Sum II - Input Array Is Sorted,Medium
2022-06-10,longest-substring-without-repeating-characters,3,Longest Substring Without Repeating Characters,Medium
2022-06-11,minimum-operations-to-reduce-x-to-zero,1658,Minimum Operations to Reduce X to Zero,Medium
2022-06-12,maximum-erasure-value,1695,Maximum Erasure Value,Medium
2022-06-13,triangle,120,Triangle,Medium
2022-06-14,delete-operation-for-two-strings,583,Delete Operation for Two Strings,Medium
2022-06-15,longest-string-chain,1048,Longest String Chain,Medium
2022-06-16,longest-palindromic-substring,5,Longest Palindromic Substring,Medium
2022-06-17,binary-tree-cameras,968,Binary Tree Cameras,Hard
2022-06-18,prefix-and-suffix-search,745,Prefix and Suffix Search,Hard
2022-06-19,search-suggestions-system,1268,Search Suggestions System,Medium
2022-06-20,short-encoding-of-words,820,Short Encoding of Words,Medium
2022-06-21,furthest-building-you-can-reach,1642,Furthest Building You Can Reach,Medium
2022-06-22,kth-largest-element-in-an-array,215,Kth Largest Element in an Array,Medium
2022-06-23,course-schedule-iii,630,Course Schedule III,Hard
2022-06-24,construct-target-array-with-multiple-sums,1354,Construct Target Array With Multiple Sums,Hard
2022-06-25,non-decreasing-array,665,Non-decreasing Array,Medium
2022-06-26,maximum-points-you-can-obtain-from-cards,1423,Maximum Points You Can Obtain from Cards,Medium
2022-06-27,partitioning-into-minimum-number-of-deci-binary-numbers,1689,Partitioning Into Minimum Number Of Deci-Binary Numbers,Medium
2022-06-28,minimum-deletions-to-make-character-frequencies-unique,1647,Minimum Deletions to Make Character Frequencies Unique,Medium
2022-06-29,queue-reconstruction-by-height,406,Queue Reconstruction by Height,Medium
2022-06-30,minimum-moves-to-equal-array-elements-ii,462,Minimum Moves to Equal Array Elements II,Medium
2022-07-01,maximum-units-on-a-truck,1710,Maximum Units on a Truck,Easy
2022-07-02,maximum-area-of-a-piece-of-cake-after-horizontal-and-vertical-cuts,1465,Maximum Area of a Piece of Cake After Horizontal and Vertical Cuts,Medium
2022-07-03,wiggle-subsequence,376,Wiggle Subsequence,Medium
2022-07-04,candy,135,Candy,Hard
2022-07-05,longest-consecutive-sequence,128,Longest Consecutive Sequence,Medium
2022-07-06,fibonacci-number,509,Fibonacci Number,Easy
2022-07-07,interleaving-string,97,Interleaving String,Medium
2022-07-08,paint-house-iii,1473,Paint House III,Hard
2022-07-09,jump-game-vi,1696,Jump Game VI,Medium
2022-07-10,min-cost-climbing-stairs,746,Min Cost Climbing Stairs,Easy
2022-07-11,binary-tree-right-side-view,199,Binary Tree Right Side View,Medium
2022-07-12,matchsticks-to-square,473,Matchsticks to Square,Medium
2022-07-13,binary-tree-level-order-traversal,102,Binary Tree Level Order Traversal,Medium
2022-07-14,construct-binary-tree-from-preorder-and-inorder-traversal,105,Construct Binary Tree from Preorder and Inorder Traversal,Medium
2022-07-15,max-area-of-island,695,Max Area of Island,Medium
2022-07-16,out-of-boundary-paths,576,Out of Boundary Paths,Medium
2022-07-17,k-inverse-pairs-array,629,K Inverse Pairs Array,Hard
2022-07-18,number-of-submatrices-that-sum-to-target,1074,Number of Submatrices That Sum to Target,Hard
2022-07-19,pascals-triangle,118,Pascal's Triangle,Easy
2022-07-20,number-of-matching-subsequences,792,Number of Matching Subsequences,Medium
2022-07-21,reverse-linked-list-ii,92,Reverse Linked List II,Medium
2022-07-22,partition-list,86,Partition List,Medium
2022-07-23,count-of-smaller-numbers-after-self,315,Count of Smaller Numbers After Self,Hard
2022-07-24,search-a-2d-matrix-ii,240,Search a 2D Matrix II,Medium
2022-07-25,find-first-and-last-position-of-element-in-sorted-array,34,Find First and Last Position of Element in Sorted Array,Medium
2022-07-26,lowest-common-ancestor-of-a-binary-tree,236,Lowest Common Ancestor of a Binary Tree,Medium
2022-07-27,flatten-binary-tree-to-linked-list,114,Flatten Binary Tree to Linked List,Medium
2022-07-28,valid-anagram,242,Valid Anagram,Easy
2022-07-29,find-and-replace-pattern,890,Find and Replace Pattern,Medium
2022-07-30,word-subsets,916,Word Subsets,Medium
2022-07-31,range-sum-query-mutable,307,Range Sum Query - Mutable,Medium
2022-08-01,unique-paths,62,Unique Paths,Medium
2022-08-02,kth-smallest-element-in-a-sorted-matrix,378,Kth Smallest Element in a Sorted Matrix,Medium
2022-08-03,my-calendar-i,729,My Calendar I,Medium
2022-08-04,mirror-reflection,858,Mirror Reflection,Medium
2022-08-05,combination-sum-iv,377,Combination Sum IV,Medium
2022-08-06,poor-pigs,458,Poor Pigs,Hard
2022-08-07,count-vowels-permutation,1220,Count Vowels Permutation,Hard
2022-08-08,longest-increasing-subsequence,300,Longest Increasing Subsequence,Medium
2022-08-09,binary-trees-with-factors,823,Binary Trees With Factors,Medium
2022-08-10,convert-sorted-array-to-binary-search-tree,108,Convert Sorted Array to Binary Search Tree,Easy
2022-08-11,validate-binary-search-tree,98,Validate Binary Search Tree,Medium
2022-08-12,lowest-common-ancestor-of-a-binary-search-tree,235,Lowest Common Ancestor of a Binary Search Tree,Medium
2022-08-13,substring-with-concatenation-of-all-words,30,Substring with Concatenation of All Words,Hard
2022-08-14,word-ladder-ii,126,Word Ladder II,Hard
2022-08-15,roman-to-integer,13,Roman to Integer,Easy
2022-08-16,first-unique-character-in-a-string,387,First Unique Character in a String,Easy
2022-08-17,unique-morse-code-words,804,Unique Morse Code Words,Easy
2022-08-18,reduce-array-size-to-the-half,1338,Reduce Array Size to The Half,Medium
2022-08-19,split-array-into-consecutive-subsequences,659,Split Array into Consecutive Subsequences,Medium
2022-08-20,minimum-number-of-refueling-stops,871,Minimum Number of Refueling Stops,Hard
2022-08-21,stamping-the-sequence,936,Stamping The Sequence,Hard
2022-08-22,power-of-four,342,Power of Four,Easy
2022-08-23,palindrome-linked-list,234,Palindrome Linked List,Easy
2022-08-24,power-of-three,326,Power of Three,Easy
2022-08-25,ransom-note,383,Ransom Note,Easy
2022-08-26,reordered-power-of-2,869,Reordered Power of 2,Medium
2022-08-27,max-sum-of-rectangle-no-larger-than-k,363,Max Sum of Rectangle No Larger Than K,Hard
2022-08-28,sort-the-matrix-diagonally,1329,Sort the Matrix Diagonally,Medium
2022-08-29,number-of-islands,200,Number of Islands,Medium
2022-08-30,rotate-image,48,Rotate Image,Medium
2022-08-31,pacific-atlantic-water-flow,417,Pacific Atlantic Water Flow,Medium
2022-09-01,count-good-nodes-in-binary-tree,1448,Count Good Nodes in Binary Tree,Medium
2022-09-02,average-of-levels-in-binary-tree,637,Average of Levels in Binary Tree,Easy
2022-09-03,numbers-with-same-consecutive-differences,967,Numbers With Same Consecutive Differences,Medium
2022-09-04,vertical-order-traversal-of-a-binary-tree,987,Vertical Order Traversal of a Binary Tree,Hard
2022-09-05,n-ary-tree-level-order-traversal,429,N-ary Tree Level Order Traversal,Medium
2022-09-06,binary-tree-pruning,814,Binary Tree Pruning,Medium
2022-09-07,construct-string-from-binary-tree,606,Construct String from Binary Tree,Medium
2022-09-08,binary-tree-inorder-traversal,94,Binary Tree Inorder Traversal,Easy
2022-09-09,the-number-of-weak-characters-in-the-game,1996,The Number of Weak Characters in the Game,Medium
2022-09-10,best-time-to-buy-and-sell-stock-iv,188,Best Time to Buy and Sell Stock IV,Hard
2022-09-11,maximum-performance-of-a-team,1383,Maximum Performance of a Team,Hard
2022-09-12,bag-of-tokens,948,Bag of Tokens,Medium
2022-09-13,utf-8-validation,393,UTF-8 Validation,Medium
2022-09-14,pseudo-palindromic-paths-in-a-binary-tree,1457,Pseudo-Palindromic Paths in a Binary Tree,Medium
2022-09-15,find-original-array-from-doubled-array,2007,Find Original Array From Doubled Array,Medium
2022-09-16,maximum-score-from-performing-multiplication-operations,1770,Maximum Score from Performing Multiplication Operations,Hard
2022-09-17,palindrome-pairs,336,Palindrome Pairs,Hard
2022-09-18,trapping-rain-water,42,Trapping Rain Water,Hard
2022-09-19,find-duplicate-file-in-system,609,Find Duplicate File in System,Medium
2022-09-20,maximum-length-of-repeated-subarray,718,Maximum Length of Repeated Subarray,Medium
2022-09-21,sum-of-even-numbers-after-queries,985,Sum of Even Numbers After Queries,Medium
2022-09-22,reverse-words-in-a-string-iii,557,Reverse Words in a String III,Easy
2022-09-23,concatenation-of-consecutive-binary-numbers,1680,Concatenation of Consecutive Binary Numbers,Medium
2022-09-24,path-sum-ii,113,Path Sum II,Medium
2022-09-25,design-circular-queue,622,Design Circular Queue,Medium
2022-09-26,satisfiability-of-equality-equations,990,Satisfiability of Equality Equations,Medium
2022-09-27,push-dominoes,838,Push Dominoes,Medium
2022-09-28,remove-nth-node-from-end-of-list,19,Remove Nth Node From End of List,Medium
2022-09-29,find-k-closest-elements,658,Find K Closest Elements,Medium
2022-09-30,the-skyline-problem,218,The Skyline Problem,Hard
2022-10-01,decode-ways,91,Decode Ways,Medium
2022-10-02,number-of-dice-rolls-with-target-sum,1155,Number of Dice Rolls With Target Sum,Medium
2022-10-03,minimum-time-to-make-rope-colorful,1578,Minimum Time to Make Rope Colorful,Medium
2022-10-04,path-sum,112,Path Sum,Easy
2022-10-05,add-one-row-to-tree,623,Add One Row to Tree,Medium
2022-10-06,time-based-key-value-store,981,Time Based Key-Value Store,Medium
2022-10-07,my-calendar-iii,732,My Calendar III,Hard
2022-10-08,3sum-closest,16,3Sum Closest,Medium
2022-10-09,two-sum-iv-input-is-a-bst,653,Two Sum IV - Input is a BST,Easy
2022-10-10,break-a-palindrome,1328,Break a Palindrome,Medium
2022-10-11,increasing-triplet-subsequence,334,Increasing Triplet Subsequence,Medium
2022-10-12,largest-perimeter-triangle,976,Largest Perimeter Triangle,Easy
2022-10-13,delete-node-in-a-linked-list,237,Delete Node in a Linked List,Medium
2022-10-14,delete-the-middle-node-of-a-linked-list,2095,Delete the Middle Node of a Linked List,Medium
2022-10-15,string-compression-ii,1531,String Compression II,Hard
2022-10-16,minimum-difficulty-of-a-job-schedule,1335,Minimum Difficulty of a Job Schedule,Hard
2022-10-17,check-if-the-sentence-is-pangram,1832,Check if the Sentence Is Pangram,Easy
2022-10-18,count-and-say,38,Count and Say,Medium
2022-10-19,top-k-frequent-words,692,Top K Frequent Words,Medium
2022-10-20,integer-to-roman,12,Integer to Roman,Medium
2022-10-21,contains-duplicate-ii,219,Contains Duplicate II,Easy
2022-10-22,minimum-window-substring,76,Minimum Window Substring,Hard
2022-10-23,set-mismatch,645,Set Mismatch,Easy
2022-10-24,maximum-length-of-a-concatenated-string-with-unique-characters,1239,Maximum Length of a Concatenated String with Unique Characters,Medium
2022-10-25,check-if-two-string-arrays-are-equivalent,1662,Check If Two String Arrays are Equivalent,Easy
2022-10-26,continuous-subarray-sum,523,Continuous Subarray Sum,Medium
2022-10-27,image-overlap,835,Image Overlap,Medium
2022-10-28,group-anagrams,49,Group Anagrams,Medium
2022-10-29,earliest-possible-day-of-full-bloom,2136,Earliest Possible Day of Full Bloom,Hard
2022-10-30,shortest-path-in-a-grid-with-obstacles-elimination,1293,Shortest Path in a Grid with Obstacles Elimination,Hard
2022-10-31,toeplitz-matrix,766,Toeplitz Matrix,Easy
2022-11-01,where-will-the-ball-fall,1706,Where Will the Ball Fall,Medium
2022-11-02,minimum-genetic-mutation,433,Minimum Genetic Mutation,Medium
2022-11-03,longest-palindrome-by-concatenating-two-letter-words,2131,Longest Palindrome by Concatenating Two Letter Words,Medium
2022-11-04,reverse-vowels-of-a-string,345,Reverse Vowels of a String,Easy
2022-11-05,word-search-ii,212,Word Search II,Hard
2022-11-06,orderly-queue,899,Orderly Queue,Hard
2022-11-07,maximum-69-number,1323,Maximum 69 Number,Easy
2022-11-08,make-the-string-great,1544,Make The String Great,Easy
2022-11-09,online-stock-span,901,Online Stock Span,Medium
2022-11-10,remove-all-adjacent-duplicates-in-string,1047,Remove All Adjacent Duplicates In String,Easy
2022-11-11,remove-duplicates-from-sorted-array,26,Remove Duplicates from Sorted Array,Easy
2022-11-12,find-median-from-data-stream,295,Find Median from Data Stream,Hard
2022-11-13,reverse-words-in-a-string,151,Reverse Words in a String,Medium
2022-11-14,most-stones-removed-with-same-row-or-column,947,Most Stones Removed with Same Row or Column,Medium
2022-11-15,count-complete-tree-nodes,222,Count Complete Tree Nodes,Easy
2022-11-16,guess-number-higher-or-lower,374,Guess Number Higher or Lower,Easy
2022-11-17,rectangle-area,223,Rectangle Area,Medium
2022-11-18,ugly-number,263,Ugly Number,Easy
2022-11-19,erect-the-fence,587,Erect the Fence,Hard
2022-11-20,basic-calculator,224,Basic Calculator,Hard
2022-11-21,nearest-exit-from-entrance-in-maze,1926,Nearest Exit from Entrance in Maze,Medium
2022-11-22,perfect-squares,279,Perfect Squares,Medium
2022-11-23,valid-sudoku,36,Valid Sudoku,Medium
2022-11-24,word-search,79,Word Search,Medium
2022-11-25,sum-of-subarray-minimums,907,Sum of Subarray Minimums,Medium
2022-11-26,maximum-profit-in-job-scheduling,1235,Maximum Profit in Job Scheduling,Hard
2022-11-27,arithmetic-slices-ii-subsequence,446,Arithmetic Slices II - Subsequence,Hard
2022-11-28,find-players-with-zero-or-one-losses,2225,Find Players With Zero or One Losses,Medium
2022-11-29,insert-delete-getrandom-o1,380,Insert Delete GetRandom O(1),Medium
2022-11-30,unique-number-of-occurrences,1207,Unique Number of Occurrences,Easy
2022-12-01,determine-if-string-halves-are-alike,1704,Determine if String Halves Are Alike,Easy
2022-12-02,determine-if-two-strings-are-close,1657,Determine if Two Strings Are Close,Medium
2022-12-03,sort-characters-by-frequency,451,Sort Characters By Frequency,Medium
2022-12-04,minimum-average-difference,2256,Minimum Average Difference,Medium
2022-12-05,middle-of-the-linked-list,876,Middle of the Linked List,Easy
2022-12-06,odd-even-linked-list,328,Odd Even Linked List,Medium
2022-12-07,range-sum-of-bst,938,Range Sum of BST,Easy
2022-12-08,leaf-similar-trees,872,Leaf-Similar Trees,Easy
2022-12-09,maximum-difference-between-node-and-ancestor,1026,Maximum Difference Between Node and Ancestor,Medium
2022-12-10,maximum-product-of-splitted-binary-tree,1339,Maximum Product of Splitted Binary Tree,Medium
2022-12-11,binary-tree-maximum-path-sum,124,Binary Tree Maximum Path Sum,Hard
2022-12-12,climbing-stairs,70,Climbing Stairs,Easy
2022-12-13,minimum-falling-path-sum,931,Minimum Falling Path Sum,Medium
2022-12-14,house-robber,198,House Robber,Medium
2022-12-15,longest-common-subsequence,1143,Longest Common Subsequence,Medium
2022-12-16,implement-queue-using-stacks,232,Implement Queue using Stacks,Easy
2022-12-17,evaluate-reverse-polish-notation,150,Evaluate Reverse Polish Notation,Medium
2022-12-18,daily-temperatures,739,Daily Temperatures,Medium
2022-12-19,find-if-path-exists-in-graph,1971,Find if Path Exists in Graph,Easy
2022-12-20,keys-and-rooms,841,Keys and Rooms,Medium
2022-12-21,possible-bipartition,886,Possible Bipartition,Medium
2022-12-22,sum-of-distances-in-tree,834,Sum of Distances in Tree,Hard
2022-12-23,best-time-to-buy-and-sell-stock-with-cooldown,309,Best Time to Buy and Sell Stock with Cooldown,Medium
2022-12-24,domino-and-tromino-tiling,790,Domino and Tromino Tiling,Medium
2022-12-25,longest-subsequence-with-limited-sum,2389,Longest Subsequence With Limited Sum,Easy
2022-12-26,jump-game,55,Jump Game,Medium
2022-12-27,maximum-bags-with-full-capacity-of-rocks,2279,Maximum Bags With Full Capacity of Rocks,Medium
2022-12-28,remove-stones-to-minimize-the-total,1962,Remove Stones to Minimize the Total,Medium
2022-12-29,single-threaded-cpu,1834,Single-Threaded CPU,Medium
2022-12-30,all-paths-from-source-to-target,797,All Paths From Source to Target,Medium
2022-12-31,unique-paths-iii,980,Unique Paths III,Hard
2023-01-01,word-pattern,290,Word Pattern,Easy
2023-01-02,detect-capital,520,Detect Capital,Easy
2023-01-03,delete-columns-to-make-sorted,944,Delete Columns to Make Sorted,Easy
2023-01-04,minimum-rounds-to-complete-all-tasks,2244,Minimum Rounds to Complete All Tasks,Medium
2023-01-05,minimum-number-of-arrows-to-burst-balloons,452,Minimum Number of Arrows to Burst Balloons,Medium
2023-01-06,maximum-ice-cream-bars,1833,Maximum Ice Cream Bars,Medium
2023-01-07,gas-station,134,Gas Station,Medium
2023-01-08,max-points-on-a-line,149,Max Points on a Line,Hard
2023-01-09,binary-tree-preorder-traversal,144,Binary Tree Preorder Traversal,Easy
2023-01-10,same-tree,100,Same Tree,Easy
2023-01-11,minimum-time-to-collect-all-apples-in-a-tree,1443,Minimum Time to Collect All Apples in a Tree,Medium
2023-01-12,number-of-nodes-in-the-sub-tree-with-the-same-label,1519,Number of Nodes in the Sub-Tree With the Same Label,Medium
2023-01-13,longest-path-with-different-adjacent-characters,2246,Longest Path With Different Adjacent Characters,Hard
2023-01-14,lexicographically-smallest-equivalent-string,1061,Lexicographically Smallest Equivalent String,Medium
2023-01-15,number-of-good-paths,2421,Number of Good Paths,Hard
2023-01-16,insert-interval,57,Insert Interval,Medium
2023-01-17,flip-string-to-monotone-increasing,926,Flip String to Monotone Increasing,Medium
2023-01-18,maximum-sum-circular-subarray,918,Maximum Sum Circular Subarray,Medium
2023-01-19,subarray-sums-divisible-by-k,974,Subarray Sums Divisible by K,Medium
2023-01-20,non-decreasing-subsequences,491,Non-decreasing Subsequences,Medium
2023-01-21,restore-ip-addresses,93,Restore IP Addresses,Medium
2023-01-22,palindrome-partitioning,131,Palindrome Partitioning,Medium
2023-01-23,find-the-town-judge,997,Find the Town Judge,Easy
2023-01-24,snakes-and-ladders,909,Snakes and Ladders,Medium
2023-01-25,find-closest-node-to-given-two-nodes,2359,Find Closest Node to Given Two Nodes,Medium
2023-01-26,cheapest-flights-within-k-stops,787,Cheapest Flights Within K Stops,Medium
2023-01-27,concatenated-words,472,Concatenated Words,Hard
2023-01-28,data-stream-as-disjoint-intervals,352,Data Stream as Disjoint Intervals,Hard
2023-01-29,lfu-cache,460,LFU Cache,Hard
2023-01-30,n-th-tribonacci-number,1137,N-th Tribonacci Number,Easy
2023-01-31,best-team-with-no-conflicts,1626,Best Team With No Conflicts,Medium
2023-02-01,greatest-common-divisor-of-strings,1071,Greatest Common Divisor of Strings,Easy
2023-02-02,verifying-an-alien-dictionary,953,Verifying an Alien Dictionary,Easy
2023-02-03,zigzag-conversion,6,Zigzag Conversion,Medium
2023-02-04,permutation-in-string,567,Permutation in String,Medium
2023-02-05,find-all-anagrams-in-a-string,438,Find All Anagrams in a String,Medium
2023-02-06,shuffle-the-array,1470,Shuffle the Array,Easy
2023-02-07,fruit-into-baskets,904,Fruit Into Baskets,Medium
2023-02-08,jump-game-ii,45,Jump Game II,Medium
2023-02-09,naming-a-company,2306,Naming a Company,Hard
2023-02-10,as-far-from-land-as-possible,1162,As Far from Land as Possible,Medium
2023-02-11,shortest-path-with-alternating-colors,1129,Shortest Path with Alternating Colors,Medium
2023-02-12,minimum-fuel-cost-to-report-to-the-capital,2477,Minimum Fuel Cost to Report to the Capital,Medium
2023-02-13,count-odd-numbers-in-an-interval-range,1523,Count Odd Numbers in an Interval Range,Easy
2023-02-14,add-binary,67,Add Binary,Easy
2023-02-15,add-to-array-form-of-integer,989,Add to Array-Form of Integer,Easy
2023-02-16,maximum-depth-of-binary-tree,104,Maximum Depth of Binary Tree,Easy
2023-02-17,minimum-distance-between-bst-nodes,783,Minimum Distance Between BST Nodes,Easy
2023-02-18,invert-binary-tree,226,Invert Binary Tree,Easy
2023-02-19,binary-tree-zigzag-level-order-traversal,103,Binary Tree Zigzag Level Order Traversal,Medium
2023-02-20,search-insert-position,35,Search Insert Position,Easy
2023-02-21,single-element-in-a-sorted-array,540,Single Element in a Sorted Array,Medium
2023-02-22,capacity-to-ship-packages-within-d-days,1011,Capacity To Ship Packages Within D Days,Medium
2023-02-23,ipo,502,IPO,Hard
2023-02-24,minimize-deviation-in-array,1675,Minimize Deviation in Array,Hard
2023-02-25,best-time-to-buy-and-sell-stock,121,Best Time to Buy and Sell Stock,Easy
2023-02-26,edit-distance,72,Edit Distance,Medium
2023-02-27,construct-quad-tree,427,Construct Quad Tree,Medium
2023-02-28,find-duplicate-subtrees,652,Find Duplicate Subtrees,Medium
2023-03-01,sort-an-array,912,Sort an Array,Medium
2023-03-02,string-compression,443,String Compression,Medium
2023-03-03,find-the-index-of-the-first-occurrence-in-a-string,28,Find the Index of the First Occurrence in a String,Easy
2023-03-04,count-subarrays-with-fixed-bounds,2444,Count Subarrays With Fixed Bounds,Hard
2023-03-05,jump-game-iv,1345,Jump Game IV,Hard
2023-03-06,kth-missing-positive-number,1539,Kth Missing Positive Number,Easy
2023-03-07,minimum-time-to-complete-trips,2187,Minimum Time to Complete Trips,Medium
2023-03-08,koko-eating-bananas,875,Koko Eating Bananas,Medium
2023-03-09,linked-list-cycle-ii,142,Linked List Cycle II,Medium
2023-03-10,linked-list-random-node,382,Linked List Random Node,Medium
2023-03-11,convert-sorted-list-to-binary-search-tree,109,Convert Sorted List to Binary Search Tree,Medium
2023-03-12,merge-k-sorted-lists,23,Merge k Sorted Lists,Hard
2023-03-13,symmetric-tree,101,Symmetric Tree,Easy
2023-03-14,sum-root-to-leaf-numbers,129,Sum Root to Leaf Numbers,Medium
2023-03-15,check-completeness-of-a-binary-tree,958,Check Completeness of a Binary Tree,Medium
2023-03-16,construct-binary-tree-from-inorder-and-postorder-traversal,106,Construct Binary Tree from Inorder and Postorder Traversal,Medium
2023-03-17,implement-trie-prefix-tree,208,Implement Trie (Prefix Tree),Medium
2023-03-18,design-browser-history,1472,Design Browser History,Medium
2023-03-19,design-add-and-search-words-data-structure,211,Design Add and Search Words Data Structure,Medium
2023-03-20,can-place-flowers,605,Can Place Flowers,Easy
2023-03-21,number-of-zero-filled-subarrays,2348,Number of Zero-Filled Subarrays,Medium
2023-03-22,minimum-score-of-a-path-between-two-cities,2492,Minimum Score of a Path Between Two Cities,Medium
2023-03-23,number-of-operations-to-make-network-connected,1319,Number of Operations to Make Network Connected,Medium
2023-03-24,reorder-routes-to-make-all-paths-lead-to-the-city-zero,1466,Reorder Routes to Make All Paths Lead to the City Zero,Medium
2023-03-25,count-unreachable-pairs-of-nodes-in-an-undirected-graph,2316,Count Unreachable Pairs of Nodes in an Undirected Graph,Medium
2023-03-26,longest-cycle-in-a-graph,2360,Longest Cycle in a Graph,Hard
2023-03-27,minimum-path-sum,64,Minimum Path Sum,Medium
2023-03-28,minimum-cost-for-tickets,983,Minimum Cost For Tickets,Medium
2023-03-29,reducing-dishes,1402,Reducing Dishes,Hard
2023-03-30,scramble-string,87,Scramble String,Hard
2023-03-31,number-of-ways-of-cutting-a-pizza,1444,Number of Ways of Cutting a Pizza,Hard
2023-04-01,binary-search,704,Binary Search,Easy
2023-04-02,successful-pairs-of-spells-and-potions,2300,Successful Pairs of Spells and Potions,Medium
2023-04-03,boats-to-save-people,881,Boats to Save People,Medium
2023-04-04,optimal-partition-of-string,2405,Optimal Partition of String,Medium
2023-04-05,minimize-maximum-of-array,2439,Minimize Maximum of Array,Medium
2023-04-06,number-of-closed-islands,1254,Number of Closed Islands,Medium
2023-04-07,number-of-enclaves,1020,Number of Enclaves,Medium
2023-04-08,clone-graph,133,Clone Graph,Medium
2023-04-09,largest-color-value-in-a-directed-graph,1857,Largest Color Value in a Directed Graph,Hard
2023-04-10,valid-parentheses,20,Valid Parentheses,Easy
2023-04-11,removing-stars-from-a-string,2390,Removing Stars From a String,Medium
2023-04-12,simplify-path,71,Simplify Path,Medium
2023-04-13,validate-stack-sequences,946,Validate Stack Sequences,Medium
2023-04-14,longest-palindromic-subsequence,516,Longest Palindromic Subsequence,Medium
2023-04-15,maximum-value-of-k-coins-from-piles,2218,Maximum Value of K Coins From Piles,Hard
2023-04-16,number-of-ways-to-form-a-target-string-given-a-dictionary,1639,Number of Ways to Form a Target String Given a Dictionary,Hard
2023-04-17,kids-with-the-greatest-number-of-candies,1431,Kids With the Greatest Number of Candies,Easy
2023-04-18,merge-strings-alternately,1768,Merge Strings Alternately,Easy
2023-04-19,longest-zigzag-path-in-a-binary-tree,1372,Longest ZigZag Path in a Binary Tree,Medium
2023-04-20,maximum-width-of-binary-tree,662,Maximum Width of Binary Tree,Medium
2023-04-21,profitable-schemes,879,Profitable Schemes,Hard
2023-04-22,minimum-insertion-steps-to-make-a-string-palindrome,1312,Minimum Insertion Steps to Make a String Palindrome,Hard
2023-04-23,restore-the-array,1416,Restore The Array,Hard
2023-04-24,last-stone-weight,1046,Last Stone Weight,Easy
2023-04-25,smallest-number-in-infinite-set,2336,Smallest Number in Infinite Set,Medium
2023-04-26,add-digits,258,Add Digits,Easy
2023-04-27,bulb-switcher,319,Bulb Switcher,Medium
2023-04-28,similar-string-groups,839,Similar String Groups,Hard
2023-04-29,checking-existence-of-edge-length-limited-paths,1697,Checking Existence of Edge Length Limited Paths,Hard
2023-04-30,remove-max-number-of-edges-to-keep-graph-fully-traversable,1579,Remove Max Number of Edges to Keep Graph Fully Traversable,Hard
2023-05-01,average-salary-excluding-the-minimum-and-maximum-salary,1491,Average Salary Excluding the Minimum and Maximum Salary,Easy
2023-05-02,sign-of-the-product-of-an-array,1822,Sign of the Product of an Array,Easy
2023-05-03,find-the-difference-of-two-arrays,2215,Find the Difference of Two Arrays,Easy
2023-05-04,dota2-senate,649,Dota2 Senate,Medium
2023-05-05,maximum-number-of-vowels-in-a-substring-of-given-length,1456,Maximum Number of Vowels in a Substring of Given Length,Medium
2023-05-06,number-of-subsequences-that-satisfy-the-given-sum-condition,1498,Number of Subsequences That Satisfy the Given Sum Condition,Medium
2023-05-07,find-the-longest-valid-obstacle-course-at-each-position,1964,Find the Longest Valid Obstacle Course at Each Position,Hard
2023-05-08,matrix-diagonal-sum,1572,Matrix Diagonal Sum,Easy
2023-05-09,spiral-matrix,54,Spiral Matrix,Medium
2023-05-10,spiral-matrix-ii,59,Spiral Matrix II,Medium
2023-05-11,uncrossed-lines,1035,Uncrossed Lines,Medium
2023-05-12,solving-questions-with-brainpower,2140,Solving Questions With Brainpower,Medium
2023-05-13,count-ways-to-build-good-strings,2466,Count Ways To Build Good Strings,Medium
2023-05-14,maximize-score-after-n-operations,1799,Maximize Score After N Operations,Hard
2023-05-15,swapping-nodes-in-a-linked-list,1721,Swapping Nodes in a Linked List,Medium
2023-05-16,swap-nodes-in-pairs,24,Swap Nodes in Pairs,Medium
2023-05-17,maximum-twin-sum-of-a-linked-list,2130,Maximum Twin Sum of a Linked List,Medium
2023-05-18,minimum-number-of-vertices-to-reach-all-nodes,1557,Minimum Number of Vertices to Reach All Nodes,Medium
2023-05-19,is-graph-bipartite,785,Is Graph Bipartite?,Medium
2023-05-20,evaluate-division,399,Evaluate Division,Medium
2023-05-21,shortest-bridge,934,Shortest Bridge,Medium
